disasterNumber,declarationDate,incidentType,pwNumber,applicationTitle,applicantId,damageCategoryCode,projectSize,county,countyCode,state,stateCode,stateNumberCode,projectAmount,federalShareObligated,totalObligated,obligatedDate,mitigationAmount,dcc,damageCategory,lastRefresh,hash,id
4337,2017-09-10T00:00:00.000Z,Hurricane,1849,Damage to Electrical Components at various Stations,097-UQ9GL-00,F - Utilities,Small,Osceola County,97,Florida,FL,12,11616.28,10454.65,10454.65,2019-09-22T00:00:00.000Z,0.0,F,Utilities,2025-04-05T15:02:37.720Z,c8bb5813cd4f81634a35e6d3f312b7e932d67812,f953c492-6334-4d7a-88a9-f374c36e1a3c
4337,2017-09-10T00:00:00.000Z,Hurricane,364,EPM - Public Safety Response,129-05C8C-00,B - Emergency Protective Measures,Small,Wakulla County,129,Florida,FL,12,58315.29,58315.29,58315.29,2018-12-04T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,77eecaa0e417cafc5f8cabe68fc0537da982ee78,94806fac-44ec-42a3-b4bd-1e04d3f4fe9a
4337,2017-09-10T00:00:00.000Z,Hurricane,6011, Six Lake Aeration Systems Damaged,021-47625-00,D - Water Control Facilities,Small,Collier County,21,Florida,FL,12,27060.0,24354.0,24354.0,2019-09-05T00:00:00.000Z,0.0,D,Water Control Facilities,2025-04-05T15:02:37.720Z,d708d4f4abd1fc2ea41bb31347e33dac33acdbb4,f208d4f3-9948-471a-9e1f-4a622bc67977
4337,2017-09-10T00:00:00.000Z,Hurricane,383,PAAP 15-45 Debris Removal,019-36475-00,A - Debris Removal,Small,Clay County,19,Florida,FL,12,25900.83,23310.75,23310.75,2018-09-17T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,9b2e6974b12665571fbeafc552af5565420aed12,8b73a374-0939-459a-bd4b-c06108fbe655
4346,2017-10-16T00:00:00.000Z,Other,1,Emergency Protective Measures,051-70585-00,B - Emergency Protective Measures,Small,Horry County,51,South Carolina,SC,45,16775.44,12581.58,12581.58,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,23e01af3df874ee61feea184f301af3ee473e316,e3dafa3a-2845-448b-bee1-7fa947a6b7a1
4337,2017-09-10T00:00:00.000Z,Hurricane,2487,Debris Period 1,069-08493-00,A - Debris Removal,Small,Lake County,69,Florida,FL,12,38540.56,34686.5,34686.5,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,12524d1cda2b2880902a7510516690cf58a36d74,7799e161-54bb-43a3-821b-941dcc36c3df
4337,2017-09-10T00:00:00.000Z,Hurricane,282,Security for Red Cross Shelter,091-180A8-00,B - Emergency Protective Measures,Small,Okaloosa County,91,Florida,FL,12,23244.5,23244.5,23244.5,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,77ca7c8fc92d047739c34bb8eebc533554734837,514681ea-0bf2-4875-9d5b-d44f4ee8d54f
4337,2017-09-10T00:00:00.000Z,Hurricane,132,Grand Ridge Debris Removal,063-27175-00,A - Debris Removal,Small,Jackson County,63,Florida,FL,12,8424.41,7581.97,7581.97,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,73c5c89415679e76f89b85adc54eda93f7e8f92d,567c9a13-69b9-4cee-8838-c203c84699a6
4337,2017-09-10T00:00:00.000Z,Hurricane,669,Cat E - Buildings & Equipment ,071-UX39I-00,E - Buildings and Equipment,Small,Lee County,71,Florida,FL,12,57741.99,51967.79,51967.79,2019-10-04T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,f8add37392a6392408a41faa3e1565a2f06aa22c,6ac1505e-a26c-40b7-abb4-d392c8b7524c
4337,2017-09-10T00:00:00.000Z,Hurricane,1992,Debris Removal City-wide 9/4 - 9/17,029-15575-00,A - Debris Removal,Small,Dixie County,29,Florida,FL,12,5333.7,4800.33,4800.33,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,4fedde6ba974b09cbec5c5082f13c4d391fe7041,8316bc62-dcae-42f1-8db2-1be478ffd1d1
4671,2022-09-21T00:00:00.000Z,Hurricane,3093,App. Cert DR4671PR-MORO-Emergency Protective Measures (3) 100 % Cost Share. FAL & FAE,107-99107-00,B - Emergency Protective Measures,Small,Orocovis,107,Puerto Rico,PR,72,315625.95,315625.95,315625.95,2025-03-06T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,4fe9de2cc1cfb0d16ee368bb50d228779e99ec38,26feb4c9-20cf-4f59-91cd-2f4f9088138c
4663,2022-07-29T00:00:00.000Z,Flood,2134,City Of Hazard Water Treatment Plant - WTBC,193-35362-00,F - Utilities,Small,Perry County,193,Kentucky,KY,21,40350.25,30262.69,30262.69,2025-03-05T00:00:00.000Z,0.0,F,Utilities,2025-03-07T15:06:09.120Z,412f6c81a4b741fb676744dbc0b40d70c7b1c246,7a7ff311-9ec9-4957-b3cd-bc41bb0b3b3d
4673,2022-09-29T00:00:00.000Z,Hurricane,3773,Cecil M. Webb Public Shooting Range - Work Complete,000-UT00H-00,"G - Parks, Recreational Facilities, and Other Items",Small,Statewide,73,Florida,FL,12,9273.05,8345.75,8345.75,2025-03-06T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-07T15:06:09.120Z,b4a2be38c7aa1d606bdbd5d353cc2bfbf314955a,59f19b15-96a3-4f3e-9d4d-2bb23a54129d
4337,2017-09-10T00:00:00.000Z,Hurricane,635,St. Paul's Catholic School - Gym Building,031-UFQEA-00,E - Buildings and Equipment,Small,Duval County,31,Florida,FL,12,93490.0,84141.0,84141.0,2019-09-06T00:00:00.000Z,36700.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,c63b4ec7921c6b7b734ad18749b37a9d62d93fcf,421fe784-6d6c-4056-b56d-4c6d8404c89d
4673,2022-09-29T00:00:00.000Z,Hurricane,3794,"Ocoee, City of - CAT A City Wide - 100% Cost Share",095-51075-00,A - Debris Removal,Small,Orange County,95,Florida,FL,12,643639.13,643639.13,643639.13,2025-03-06T00:00:00.000Z,0.0,A,Debris Removal,2025-03-07T15:06:09.120Z,6da050f02b712e08e3f5979476e3d5326656983a,ac89d5d1-2328-4257-92d6-a4fe6c0daef3
4337,2017-09-10T00:00:00.000Z,Hurricane,198,Satellite Systems,087-99087-00,B - Emergency Protective Measures,Small,Monroe County,87,Florida,FL,12,50901.96,50901.96,50901.96,2018-08-20T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,adaf91043e3de2633a1a2efbba2f9a51c0d2df99,87dc6649-2e7c-4493-b3ff-0b8953d5de33
4673,2022-09-29T00:00:00.000Z,Hurricane,4212,Northwest Region # 2 Orange County public schools WC,095-0600C-00,E - Buildings and Equipment,Small,Orange County,95,Florida,FL,12,140941.19,126847.08,126847.08,2025-03-06T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-07T15:06:09.120Z,10c3e29e407ec2bb659f5b5a04a888b4f1319c01,af70196c-7f0a-4220-94a5-43d53fa6fd93
4673,2022-09-29T00:00:00.000Z,Hurricane,4109,South Region-Orange County Public Schools,095-0600C-00,E - Buildings and Equipment,Small,Orange County,95,Florida,FL,12,489538.52,440584.67,440584.67,2025-03-06T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-07T15:06:09.120Z,021e56121f5426fedbf409001abe7221e33ce11d,e7263a61-a49c-4fb1-a12a-d80498209b88
4673,2022-09-29T00:00:00.000Z,Hurricane,5085,[APP CERT] Halifax Health Emergency Protective Measures ,127-U42M6-00,B - Emergency Protective Measures,Small,Volusia County,127,Florida,FL,12,37002.71,37002.71,37002.71,2025-03-06T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,9d099cbee365182dff3dc6f520482b3c12f9ad01,0e43c57a-5a39-41a2-b417-af956325c7b8
4337,2017-09-10T00:00:00.000Z,Hurricane,2989,PAAP Period 1: Area Wide Debris Collection and Removal,081-U03B6-00,A - Debris Removal,Small,Manatee County,81,Florida,FL,12,54660.87,49194.78,49194.78,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,f62be7d4cb5cd14a4b3f2093b443bfed3dfcc5a2,11206574-28dd-4cbb-828b-e42384815daf
4337,2017-09-10T00:00:00.000Z,Hurricane,4048,PAAP Period 3: Area Wide Debris Collection and Removal,081-U03B6-00,A - Debris Removal,Small,Manatee County,81,Florida,FL,12,25190.06,22671.05,22671.05,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,12fbe41cd92e5bc83c4cf4f78c2244f6062b9e05,b6e101d4-5b43-44bf-9a59-80d96e65c473
4673,2022-09-29T00:00:00.000Z,Hurricane,6711,WTP Winterset Building #1,105-78275-00,E - Buildings and Equipment,Small,Polk County,105,Florida,FL,12,25344.0,22809.6,22809.6,2025-03-06T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-07T15:06:09.120Z,4de498897312f9317216a23b144e8c90d7e55f60,2755834c-b72d-4129-b808-a57c0d1c4670
4725,2023-08-11T00:00:00.000Z,Severe Storm(s),109,Honey Run Road and Culverts,041-33060-00,C - Roads and Bridges,Small,Warren County,41,New Jersey,NJ,34,96368.83,72276.63,72276.63,2025-03-06T00:00:00.000Z,33659.76,C,Roads and Bridges,2025-03-07T15:06:09.120Z,1ce7c06692a087a0339cc159f7e51989a706c28d,2a2589eb-a328-46af-986b-cdc2748e151a
4723,2023-07-22T00:00:00.000Z,Severe Storm(s),562,Management Costs,071-99071-00,Z - Management Costs,Small,Orange County,71,New York,NY,36,7869.91,7869.91,7869.91,2025-03-04T00:00:00.000Z,0.0,Z,Management Costs,2025-03-07T15:06:09.120Z,b43a864c3efee77a996e0ad5b18576a461b0d247,5c813e0e-d804-4132-9e36-b7fff4fce541
4814,2024-08-29T00:00:00.000Z,Flood,44,City Park Damages,023-18388-00,"G - Parks, Recreational Facilities, and Other Items",Small,Cortland County,23,New York,NY,36,10000.0,7500.0,7500.0,2025-03-04T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-07T15:06:09.120Z,4b47214d200d7bc3a6a109805df322e0eb578cef,8e8a0bf0-c12f-486a-ba73-8130f7ba6f50
4796,2024-06-24T00:00:00.000Z,Flood,315,Damage to Base Ball Field ,155-17175-00,"G - Parks, Recreational Facilities, and Other Items",Small,Pottawattamie County,155,Iowa,IA,19,10852.0,8139.0,8139.0,2025-03-06T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-07T15:06:09.120Z,d955a20b89cc3eb9dc0cc37dda684ebcc3f54413,27dfeda3-75b3-4b5a-a6ac-11404dcd190f
4805,2024-07-23T00:00:00.000Z,Other,117,ORO-FEMA-Lluvias-24-020 Sanamuerto,107-99107-00,C - Roads and Bridges,Small,Orocovis,107,Puerto Rico,PR,72,81871.63,61403.73,61403.73,2025-03-05T00:00:00.000Z,10322.76,C,Roads and Bridges,2025-03-07T15:06:09.120Z,46f36c39d9a973f21252accf174e9cb9a8ed01d7,86ce5ed3-a8a6-4ca4-828a-235482423954
4806,2024-08-10T00:00:00.000Z,Hurricane,78,Debby Emergency Protective Measures,017-UYU4F-00,B - Emergency Protective Measures,Small,Citrus County,17,Florida,FL,12,34288.62,25716.47,25716.47,2025-03-05T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,c966727d0eec84894aae480930d8325168ce4b4c,1b50c31b-3dee-444a-bd45-9fd0b9c57782
4337,2017-09-10T00:00:00.000Z,Hurricane,7058,Street Sign Replacement; Pole down and Traffic Lights Damaged,127-58575-00,F - Utilities,Small,Volusia County,127,Florida,FL,12,38077.16,34269.44,34269.44,2020-05-06T00:00:00.000Z,0.0,F,Utilities,2025-04-05T15:02:37.720Z,44935074a681342e052a0ead5081c7025c48bc16,1804092c-e1cd-472c-b8a7-66660c0b25c6
4784,2024-05-24T00:00:00.000Z,Tornado,212,JCSD High School,153-0041F-00,E - Buildings and Equipment,Small,Polk County,153,Iowa,IA,19,70506.67,52880.01,52880.01,2025-03-06T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-07T15:06:09.120Z,3ab464a9fd434e628c75acef5497d6d449cd96b3,91bf7f27-373c-4936-8521-8678e478893c
4814,2024-08-29T00:00:00.000Z,Flood,160,Facilities Damaged by Flooding: Baldwin and Buck Point Roads.,049-78729-00,C - Roads and Bridges,Small,Lewis County,49,New York,NY,36,188748.57,141561.43,141561.43,2025-03-04T00:00:00.000Z,50500.16,C,Roads and Bridges,2025-03-07T15:06:09.120Z,b1b458a8118eefedf48f1b3b0d252621b4c3c07b,def67aab-6f63-4743-85c5-1811b67d4bc5
4337,2017-09-10T00:00:00.000Z,Hurricane,2440, Debris removal 9-18 to 10-17-17,103-59725-00,A - Debris Removal,Small,Pinellas County,103,Florida,FL,12,27427.87,24685.08,24685.08,2019-03-08T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,eb88b49e625968c5fe5b62c0efdcbc3788ef125c,7216aaa0-769b-4995-8c98-35bf1184a792
4337,2017-09-10T00:00:00.000Z,Hurricane,3712,EPM-PINECREST ,086-56625-00,B - Emergency Protective Measures,Large,Miami-Dade County,86,Florida,FL,12,145623.8,145623.8,145623.8,2018-12-31T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,e50532baf0c8b76934225d22635355865ac3ffea,ebfed379-37ee-40c9-b483-f5af8f25af91
4807,2024-08-15T00:00:00.000Z,Flood,565,McCook County-wide road work completed ,087-99087-00,C - Roads and Bridges,Small,McCook County,87,South Dakota,SD,46,57265.1,42948.83,42948.83,2025-03-06T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-07T15:06:09.120Z,c6b19099262cdca46e1ac966882b35536cdc0f21,2bb85154-d46c-468c-b25f-17da54803bc3
4826,2024-09-26T00:00:00.000Z,Other,11,St. Johnsbury School District Playground,005-00A3D-00,"G - Parks, Recreational Facilities, and Other Items",Small,Caledonia County,5,Vermont,VT,50,5500.0,4125.0,4125.0,2025-03-04T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-07T15:06:09.120Z,9a4f5119deed46a3b5a65eeab47b647b43a86818,a11e8ecf-a6a1-4324-a51d-d6c7a8c5af44
4820,2024-09-20T00:00:00.000Z,Severe Storm(s),62,Sewer Pipe- Mills Access Road-Sediment Removal,009-67610-00,A - Debris Removal,Small,New Haven County,9,Connecticut,CT,9,4645.94,3484.46,3484.46,2025-03-05T00:00:00.000Z,0.0,A,Debris Removal,2025-03-07T15:06:09.120Z,0de00f78e49104b9086878f36550320d04fc349b,43598a0c-6ad1-4c79-893b-b4222ffbda73
4337,2017-09-10T00:00:00.000Z,Hurricane,2061,Debris Removal for 90% Fed Share,087-99087-00,A - Debris Removal,Large,Monroe County,87,Florida,FL,12,4972924.0,4575090.09,4575090.09,2025-01-10T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,75c97fbd7db463e3a37a02527e5eb3974c3ecdd6,65fada72-09e0-442d-9753-0c4a2daeaf4c
4734,2023-08-31T00:00:00.000Z,Hurricane,1559,Management Costs,121-UR43Q-00,Z - Management Costs,Small,Suwannee County,121,Florida,FL,12,636.9,636.9,636.9,2025-03-05T00:00:00.000Z,0.0,Z,Management Costs,2025-03-07T15:06:09.120Z,855f471f05213127a9e3782722ab2f3a631a74bb,2f0e9306-06f9-4663-8ab2-7f9fb8b84a21
4337,2017-09-10T00:00:00.000Z,Hurricane,3301,September 4 through October 3 - Emergency Protective Measures Before and During the Storm,115-73900-00,B - Emergency Protective Measures,Small,Sarasota County,115,Florida,FL,12,69873.52,69873.52,69873.52,2018-12-19T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,86282c58409fe50b566c40c84cfac57c20900689,14f0dbb8-a368-46d0-b87b-fbc28a58875c
4817,2024-09-16T00:00:00.000Z,Hurricane,584,Management Costs - Terrebonne Parish Fire District #4A,109-UG9NM-00,Z - Management Costs,Small,Terrebonne Parish,109,Louisiana,LA,22,1395.17,1395.17,1395.17,2025-03-05T00:00:00.000Z,0.0,Z,Management Costs,2025-03-07T15:06:09.120Z,4692def10325770277484a2f5642b4094940406c,390ba9b5-8fa6-42c9-87e6-df7806eaa9a5
4796,2024-06-24T00:00:00.000Z,Flood,760,Managment Cost,195-U8HG3-00,Z - Management Costs,Small,Worth County,195,Iowa,IA,19,1809.86,1809.86,1809.86,2025-03-06T00:00:00.000Z,0.0,Z,Management Costs,2025-03-07T15:06:09.120Z,cc9778f4966bec4bb34ab08d22dab3d9c02bb1ed,14f9c7c6-4940-4759-8027-8366f764e340
4337,2017-09-10T00:00:00.000Z,Hurricane,7163,Emergency Services in Sebring,055-64875-00,B - Emergency Protective Measures,Large,Highlands County,55,Florida,FL,12,448855.15,448855.15,448855.15,2019-09-13T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,3c8cfe28aadf3a5153de0597cd7449ecf59b50a8,321d031b-cbd8-47a6-93fa-ccc2384552f6
4337,2017-09-10T00:00:00.000Z,Hurricane,5265,Eustis HIgh Roof and Contents Damaged ,069-08493-00,E - Buildings and Equipment,Small,Lake County,69,Florida,FL,12,6351.0,5715.9,5715.9,2019-09-20T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,3c17af7481ab8bb386faae5499246189f48ad41f,72a3451e-fcbb-4966-83ba-b17c88819e5c
4337,2017-09-10T00:00:00.000Z,Hurricane,2515,CAT G - FSCJ North Campus - Sinkhole Exploratory Dig and Drain Pipe Repair - Completed,031-UFHPV-00,"G - Parks, Recreational Facilities, and Other Items",Small,Duval County,31,Florida,FL,12,9371.77,8434.59,8434.59,2019-09-22T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-04-05T15:02:37.720Z,79ab75a9cf2ee6eaa4c9fab20f3f36126ca4e8e7,8ca48e92-7405-4346-9939-7e7c0e954567
4337,2017-09-10T00:00:00.000Z,Hurricane,123,Fences & Gates at multiple lift stations ,069-27800-00,F - Utilities,Small,Lake County,69,Florida,FL,12,10095.0,9085.5,9085.5,2019-09-22T00:00:00.000Z,0.0,F,Utilities,2025-04-05T15:02:37.720Z,d5657c387fea5f3b078974871b4b31a83f73f811,0d063ca4-364c-4eb4-a0a8-31d2799962ad
4337,2017-09-10T00:00:00.000Z,Hurricane,211,CAT A FSCJ Period # 2 - Sep 18 thru Oct 17 - Completed,031-UFHPV-00,A - Debris Removal,Small,Duval County,31,Florida,FL,12,30078.4,27070.56,27070.56,2018-08-20T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,2e8c64095820602a711e71c4a053f2248b9b016b,46068b0a-f0eb-437e-b5cc-c2de11d23bd8
4402,2018-10-18T00:00:00.000Z,Flood,76,CTH X Repairs,081-99081-01,C - Roads and Bridges,Small,Monroe County,81,Wisconsin,WI,55,111338.15,83503.62,83503.62,2025-03-06T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-07T15:06:09.120Z,bd9c9ca19b04fd49b15a9c1b00fa9ed3974cbc5a,b6e39fd1-230c-4264-abec-89394d4eb593
4337,2017-09-10T00:00:00.000Z,Hurricane,217,Holmes County EPM,059-99059-00,B - Emergency Protective Measures,Small,Holmes County,59,Florida,FL,12,10238.29,10238.29,10238.29,2018-11-26T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,de457dd1b58070120fbe428da11867a5abf8d5d9,ece06fda-578e-4172-ab78-d2af928c38dd
4337,2017-09-10T00:00:00.000Z,Hurricane,195,Kohler/Passive Park,019-55875-00,"G - Parks, Recreational Facilities, and Other Items",Small,Clay County,19,Florida,FL,12,55718.0,50146.2,50146.2,2019-09-22T00:00:00.000Z,490.0,G,"Parks, Recreational Facilities, and Other Items",2025-04-05T15:02:37.720Z,050f0310b77bf176d4aaa004c253dc02b336418e,a23ff61d-5a18-4848-afe4-fd712be0f788
4449,2019-06-20T00:00:00.000Z,Other,199,Bonaville Township Roads ,113-07925-00,C - Roads and Bridges,Small,McPherson County,113,Kansas,KS,20,42881.64,32161.25,32161.25,2025-03-05T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-07T15:06:09.120Z,76546abd99eab211b209fdcc8a6834e02503d83e,01e2224b-37ec-461e-aa7a-8958eab72f9c
4337,2017-09-10T00:00:00.000Z,Hurricane,1071,CAT E  - Buildings and Equipment,069-UTTQP-00,E - Buildings and Equipment,Small,Lake County,69,Florida,FL,12,49658.76,44692.88,44692.88,2019-09-06T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,aeecb3ec74454134b3f7d9d45bc1946387f28db1,64871be0-4de6-4a43-906d-0f2c143ea81d
4337,2017-09-10T00:00:00.000Z,Hurricane,3892,Debris (80%) 10/18/17 -12/16/17,011-50575-00,A - Debris Removal,Large,Broward County,11,Florida,FL,12,235381.78,211843.6,211843.6,2020-03-09T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,98e7e0c91a5d4be57af4076662e1d82a665b1708,90cad4fc-4739-4947-8e1d-315eafc96ebe
4337,2017-09-10T00:00:00.000Z,Hurricane,1415,Emergency Protective Measures (Sept 4-Oct 3),103-72325-00,B - Emergency Protective Measures,Small,Pinellas County,103,Florida,FL,12,64009.48,64009.48,64009.48,2020-09-01T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,5931c473d7e849b693cb42c181f6398eea36c906,fe35e78d-7a43-49c4-8608-6b338574a4ec
4449,2019-06-20T00:00:00.000Z,Other,728,RWD #11 Administrative & Management Costs,087-U7S4X-00,Z - Management Costs,Small,Jefferson County,87,Kansas,KS,20,9169.09,9169.09,9169.09,2022-04-15T00:00:00.000Z,0.0,Z,Management Costs,2025-03-07T15:06:09.120Z,4b1e6b49b58c8f8c9dfec14f8964d0811f5db9f9,25b5008a-8880-41ac-952f-6de732da9736
4337,2017-09-10T00:00:00.000Z,Hurricane,2679,"Multi-departmental EPM responses (EOC, public safety response and sheltering)and ",073-70600-00,B - Emergency Protective Measures,Large,Leon County,73,Florida,FL,12,796069.16,796069.16,796069.16,2019-04-11T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,e6f937dfb3c0cfc8346595c11d0ca36091c56e59,9810a211-410f-46ce-a0db-8f137e2ba72f
4337,2017-09-10T00:00:00.000Z,Hurricane,4067,JT1 - Debris Removal Marti-Lincoln Schools: 90%,086-U9P4E-00,A - Debris Removal,Small,Miami-Dade County,86,Florida,FL,12,15124.38,13611.94,13611.94,2019-10-01T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,ac296218bd3da89f7a6e7168c55d44d95765c665,0c06e896-d115-4f7f-b0ec-d405af0adf75
4673,2022-09-29T00:00:00.000Z,Hurricane,5573,CAT E - Lucerne Park and Lake Deer Apartments,105-U0LNL-00,E - Buildings and Equipment,Small,Polk County,105,Florida,FL,12,133686.44,120317.8,120317.8,2025-03-06T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-07T15:06:09.120Z,1fcc055ece4efa309f5fae9801a1daeb386f7d77,ae8a3b8c-3bcb-4d88-a404-72cdc0a60bb0
4673,2022-09-29T00:00:00.000Z,Hurricane,7012,POLK CORRECTIONAL INSTITUTION - Buildings #2,000-U0413-00,E - Buildings and Equipment,Small,Statewide,73,Florida,FL,12,68462.46,61616.22,61616.22,2025-03-06T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-07T15:06:09.120Z,9e6a059f63e933d0e9935162784a79c89480300f,45175e36-f69f-4130-83f9-69e3693f19cb
4337,2017-09-10T00:00:00.000Z,Hurricane,906,EPM Jupiter Police and Clearing,099-35900-00,B - Emergency Protective Measures,Small,Palm Beach County,99,Florida,FL,12,3119.42,3119.42,3119.42,2018-10-05T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-04-05T15:02:37.720Z,3e8aea09837d3fe2672f7cd1f5246524e05e61ec,642228ce-3d06-442f-87d7-3427ff98885c
4663,2022-07-29T00:00:00.000Z,Flood,2688,"Steve Ln Bridge and John Fork Embankment,  - 100% Work Completed",193-99193-00,C - Roads and Bridges,Small,Perry County,193,Kentucky,KY,21,117527.88,88145.91,88145.91,2025-03-05T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-07T15:06:09.120Z,14737f353314a1f77f133a6ef8c045d3939c3f16,74db5b80-57f5-4f52-ad56-4195aefc3836
4723,2023-07-22T00:00:00.000Z,Severe Storm(s),496,Egypt Rd Culvert,069-08378-00,C - Roads and Bridges,Small,Ontario County,69,New York,NY,36,123477.76,92608.32,92608.32,2025-03-04T00:00:00.000Z,35142.5,C,Roads and Bridges,2025-03-07T15:06:09.120Z,e08e1413351d71236ca10b892bf8cc8c988cdefb,0dfd36b9-b987-40d2-8876-ce7df678e3bb
4709,2023-04-27T00:00:00.000Z,Severe Storm(s),203,Fire Station 32 - Temporary Facility,011-99011-00,B - Emergency Protective Measures,Small,Broward County,11,Florida,FL,12,251542.66,188657.0,188657.0,2025-03-04T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,dddbfd401c19832049fb6f20974cc5d7b10d57d6,72408641-8270-48f7-bb0e-8df9803c082c
4806,2024-08-10T00:00:00.000Z,Hurricane,36,District Wide Debris Removal Cleanup ,073-UW5Y7-00,A - Debris Removal,Small,Leon County,73,Florida,FL,12,9393.89,7045.42,7045.42,2025-03-05T00:00:00.000Z,0.0,A,Debris Removal,2025-03-07T15:06:09.120Z,38aae6a41bb256ff27973a0f4c202f2ba9a17f38,5019d64d-b7f5-4800-bd0a-e60a3a512dd8
4337,2017-09-10T00:00:00.000Z,Hurricane,6602,Citywide Debris Removal 9.18.17 - 10.17.17 - Operational Period # 2 - 90 %,011-45975-00,A - Debris Removal,Large,Broward County,11,Florida,FL,12,2847130.23,2562417.21,2562417.21,2019-10-14T00:00:00.000Z,0.0,A,Debris Removal,2025-04-05T15:02:37.720Z,5913e94c1d4761dce16c43314a760997bbbad73a,d6fd0c86-55d7-4490-8030-d92a0311f58c
4784,2024-05-24T00:00:00.000Z,Tornado,115,May Emergency Protective Measures,109-90037-00,B - Emergency Protective Measures,Small,Kossuth County,109,Iowa,IA,19,10141.08,7605.81,7605.81,2025-03-06T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-07T15:06:09.120Z,0801d0a101a6828c81461ce6e7704b7b8b5b59fc,5e3fcb91-6b45-4394-9ac8-76404bc72495
4805,2024-07-23T00:00:00.000Z,Other,43,Road Los Mango,001-99001-00,C - Roads and Bridges,Small,Adjuntas,1,Puerto Rico,PR,72,797766.57,598324.93,598324.93,2025-03-05T00:00:00.000Z,201970.99,C,Roads and Bridges,2025-03-07T15:06:09.120Z,60afe97b8d303779f349e2b9275309cfe1c6ff10,8d76bae8-7230-4437-ae6b-bd92fc37912d
4784,2024-05-24T00:00:00.000Z,Tornado,145,Bleacher,049-U3LQB-00,"G - Parks, Recreational Facilities, and Other Items",Small,Dallas County,49,Iowa,IA,19,9754.0,7315.5,7315.5,2025-03-06T00:00:00.000Z,9754.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-07T15:06:09.120Z,77f801e520c2c55a32905987f9715dfc6c610974,257827de-85f6-4b00-bc03-ee97d2f676bf
