disasterNumber,declarationDate,incidentType,pwNumber,applicationTitle,applicantId,damageCategoryCode,projectSize,county,countyCode,state,stateCode,stateNumberCode,projectAmount,federalShareObligated,totalObligated,obligatedDate,mitigationAmount,dcc,damageCategory,lastRefresh,hash,id
4807,2024-08-15T00:00:00.000Z,Flood,157,Lake Vermillion Rec Area Auxiliary Spillway,000-UZH9V-00,D - Water Control Facilities,Small,Statewide,65,South Dakota,SD,46,85098.17,63823.63,63823.63,2025-03-12T00:00:00.000Z,0.0,D,Water Control Facilities,2025-03-13T15:03:02.433Z,efa2c6f8f04ca3d14872f0837f72edcec34ba08c,975d658d-beff-4a99-a231-d2bb9eb3a062
4337,2017-09-10T00:00:00.000Z,Hurricane,4443,CAT. F- Misc Lift Station Repairs,011-57425-00,F - Utilities,Small,Broward County,11,Florida,FL,12,83923.14,75530.83,75530.83,2019-09-22T00:00:00.000Z,0.0,F,Utilities,2025-04-05T15:02:37.720Z,9ce29229f0d10501f732af0790df20d60a928e3b,db13874b-d81f-4884-af21-7dcac524f5b0
4827,2024-09-28T00:00:00.000Z,Tropical Storm,411,Emergency Protective Measures: Clearing Access and Removing Debris to Avoid Immediate Threats.,027-UJ343-00,B - Emergency Protective Measures,Small,Caldwell County,27,North Carolina,NC,37,9850.0,9850.0,9850.0,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,55e83353e92ee0a339cbf5dbeb3f17b0adc76f35,72639252-9e0c-43a8-84d7-234b44cc84c3
4827,2024-09-28T00:00:00.000Z,Tropical Storm,595,DR4827_City of High Shoals_Cat B - SPA,071-31440-00,B - Emergency Protective Measures,Small,Gaston County,71,North Carolina,NC,37,27172.66,27172.66,27172.66,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,a7a74a83a913cf6ce633c98c59a63fc65a49840f,aa6d5c8b-a1da-43f8-abe1-21d3c4b04098
4830,2024-09-30T00:00:00.000Z,Hurricane,2020,2nd Phase Debris Project,029-60004-00,A - Debris Removal,Small,Bryan County,29,Georgia,GA,13,228462.75,228462.75,228462.75,2025-03-12T00:00:00.000Z,0.0,A,Debris Removal,2025-03-13T15:03:02.433Z,9c908fab65b5b368c61da6f9193515fec1c6fd6c,968cbab5-9490-4fb0-8bc8-dd89602e2338
4827,2024-09-28T00:00:00.000Z,Tropical Storm,1750,DR4827NC NCDOT CAT B Div 13 - Buncombe County - Rocky Fork Bridge ,000-UZZTS-00,B - Emergency Protective Measures,Small,Statewide,183,North Carolina,NC,37,220495.31,220495.31,220495.31,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,43c315cef75c026128b10bf24eb2a7acccb01678,18a9c8ed-5f51-4958-b3bc-54240cd75a7b
4827,2024-09-28T00:00:00.000Z,Tropical Storm,1686,Burke Co PS - Central Office erosion near walkway,023-UN5JY-00,"G - Parks, Recreational Facilities, and Other Items",Small,Burke County,23,North Carolina,NC,37,5595.5,5035.95,5035.95,2025-03-12T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-13T15:03:02.433Z,2381a4e088dad0397fcbdd7de5cf7d534d598dd5,eac195e0-9772-4678-99fd-8ef507797905
4346,2017-10-16T00:00:00.000Z,Other,177,Pumphouse Facility Waddell,000-U0O42-00,"G - Parks, Recreational Facilities, and Other Items",Large,Statewide,79,South Carolina,SC,45,335582.17,251686.63,251686.63,2018-10-17T00:00:00.000Z,167314.23,G,"Parks, Recreational Facilities, and Other Items",2025-04-05T15:02:37.720Z,e3bbe1223ef2e5e74cc8d99ead1e07f7d044af7e,ff44367e-8b7e-4cf6-9ec8-b5e99d2ce994
4850,2024-11-27T00:00:00.000Z,Tropical Storm,21,EPM - Emergency Use of Generators to Support Emergency OPS ,113-UPETG-00,B - Emergency Protective Measures,Small,Ponce,113,Puerto Rico,PR,72,68489.58,51367.19,51367.19,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,ee477c9faf308974f638425e1a10f3ccdbd6686c,e2978994-9d1d-4b5d-b948-d043993989d5
4337,2017-09-10T00:00:00.000Z,Hurricane,327,Completed roof repair and AC work at various buildings around Villages Charter School campus,119-UH4LB-00,E - Buildings and Equipment,Small,Sumter County,119,Florida,FL,12,11481.09,10332.99,10332.99,2019-10-04T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,640144b65acd9b7dd718305720c55382c2b158b7,8049dbe6-76b1-46fa-9c70-e56305c59aab
4673,2022-09-29T00:00:00.000Z,Hurricane,3038,APP-CERT - City of Titusville EPM CAT B 75 Day 100% Cost Share,009-71900-00,B - Emergency Protective Measures,Small,Brevard County,9,Florida,FL,12,86985.42,86985.42,86985.42,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,0e4af3f5c8aeb3bb22b4960076143630b4c51842,1ab39cfc-7e28-4e26-8623-843f9d1c1c34
4673,2022-09-29T00:00:00.000Z,Hurricane,3475,"Fire Rescue-CATB 100% - Personal Services, Materials, Supplies and Equipment",095-99095-00,B - Emergency Protective Measures,Small,Orange County,95,Florida,FL,12,630401.8,630401.8,630401.8,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,75197f57acbb6b7a9a16779c8c79609e592f9660,1617f555-9624-46d8-92d0-8d6a11d8a5ee
4673,2022-09-29T00:00:00.000Z,Hurricane,6647,"Oscar Scherer State Park - Buildings, Equipment and Park Features",000-U03AE-00,E - Buildings and Equipment,Small,Statewide,73,Florida,FL,12,16631.98,14968.79,14968.79,2025-03-12T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-13T15:03:02.433Z,a1dd5874a01bf76f2b32a629b8c21110ccde939f,d20bc11f-5f8c-45ba-9543-9e627cb81079
4673,2022-09-29T00:00:00.000Z,Hurricane,6522,Blue Spring State Park - Buildings,000-U03AE-00,E - Buildings and Equipment,Small,Statewide,73,Florida,FL,12,5760.43,5184.39,5184.39,2025-03-12T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-13T15:03:02.433Z,56543f6771f8aad1e94f8a3e8989d76f9e98b43b,76416856-a5cc-496a-a099-429a3a5a6397
4673,2022-09-29T00:00:00.000Z,Hurricane,6531,Cayo Costa State Park - Buildings #2,000-U03AE-00,E - Buildings and Equipment,Small,Statewide,73,Florida,FL,12,8338.6,7504.74,7504.74,2025-03-12T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-13T15:03:02.433Z,30d362eea2e083beede3d547ee292942e923e2a9,c9490721-54c1-4250-9f5d-e04699a41aa2
4673,2022-09-29T00:00:00.000Z,Hurricane,6574,Highlands Hammock State Park - Park Features,000-U03AE-00,"G - Parks, Recreational Facilities, and Other Items",Small,Statewide,73,Florida,FL,12,4995.0,4495.5,4495.5,2025-03-12T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-13T15:03:02.433Z,150f0801c97e37d18959bbb90e78e396e50d2108,36c28d1d-0f7f-4fff-985a-19a7970e2142
4337,2017-09-10T00:00:00.000Z,Hurricane,221,Four Lakes Culvert,069-46525-00,C - Roads and Bridges,Small,Lake County,69,Florida,FL,12,15666.92,14100.23,14100.23,2019-09-04T00:00:00.000Z,0.0,C,Roads and Bridges,2025-04-05T15:02:37.720Z,6f0c40d9eb405298d5ddde53fedb03dfeee3d4e3,2224f4c0-5371-47f9-a72e-255e970b6bb5
4673,2022-09-29T00:00:00.000Z,Hurricane,7489,107 Harris Road,027-UZBQ6-00,E - Buildings and Equipment,Small,DeSoto County,27,Florida,FL,12,8082.6,7274.34,7274.34,2025-03-12T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-13T15:03:02.433Z,d5029069cf728e5e5922afa63cac41a77f0041b2,f8d44dc0-cfdd-4f50-bac1-52837ca1017b
4801,2024-07-18T00:00:00.000Z,Severe Storm(s),27,100 S Heron Culvert ,041-99041-00,C - Roads and Bridges,Small,Hill County,41,Montana,MT,30,9900.0,7425.0,7425.0,2025-03-12T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-13T15:03:02.433Z,37d6a1ff8cd55a7b8b84c3069762954232cabeb1,a69c8c9f-688a-45aa-8c3d-a45dc56e84c6
4827,2024-09-28T00:00:00.000Z,Tropical Storm,96,Forest City - Electrical Infrastructure Temporary Repairs - Electrical Pole Damage,161-24080-00,B - Emergency Protective Measures,Small,Rutherford County,161,North Carolina,NC,37,11420.41,11420.41,11420.41,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,d145c8f89605e4e2268e42e6ab5b39e342833e19,1330fa57-73d4-4e0e-9414-983946d248a5
4337,2017-09-10T00:00:00.000Z,Hurricane,6753,Aquatic Center and Fiveash WTP,011-24000-00,E - Buildings and Equipment,Large,Broward County,11,Florida,FL,12,156435.59,140792.03,140792.03,2019-09-16T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,65fb5a802261ea8f9865353547eac163fe553116,e5cc2f29-0c69-406c-a061-dcc60661e1f1
4827,2024-09-28T00:00:00.000Z,Tropical Storm,664,Emergency Protective Measures Admin and Police,189-07080-00,B - Emergency Protective Measures,Small,Watauga County,189,North Carolina,NC,37,61915.77,61915.77,61915.77,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,76fb4079032b9709ea543973508aae106b1f04e0,ccc8a733-22df-4760-89e6-9323a7a4826c
4830,2024-09-30T00:00:00.000Z,Hurricane,837,100% Cost Share and Debris Removal,031-11000-00,A - Debris Removal,Small,Bulloch County,31,Georgia,GA,13,46224.03,46224.03,46224.03,2025-03-12T00:00:00.000Z,0.0,A,Debris Removal,2025-03-13T15:03:02.433Z,5d04d9e032c9c35efb1f74d12dea5fe4cfaf27cd,6ea6e4d9-b1c6-42f4-bf14-1a82263dc0aa
4827,2024-09-28T00:00:00.000Z,Tropical Storm,715,"Blowing Rock, Town of Potable water interconnect line and residential water meter damage",189-06500-00,F - Utilities,Small,Watauga County,189,North Carolina,NC,37,20633.86,18570.48,18570.48,2025-03-12T00:00:00.000Z,0.0,F,Utilities,2025-03-13T15:03:02.433Z,c50af2137b10a0539fd6da6e95e4834ab1c7335e,6db2aa9d-2658-424d-b3bc-5e1a4774aee5
4827,2024-09-28T00:00:00.000Z,Tropical Storm,814,East Lincoln FD District Wide Emergency Protective Measures,109-UMZBN-00,B - Emergency Protective Measures,Small,Lincoln County,109,North Carolina,NC,37,58093.96,58093.96,58093.96,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,a4d1c485adb487bb3b78ad48838111ff3357e565,e093eab7-b982-4c51-adf7-6bc5fde64bfa
3608,2024-08-07T00:00:00.000Z,Tropical Storm,16,Columbus County Schools EPM,047-05BAA-00,B - Emergency Protective Measures,Small,Columbus County,47,North Carolina,NC,37,59566.25,44674.69,44674.69,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,ff35f7cdb485a68dda3866a5227d0f3a556261c6,c63e5534-1a61-4caa-af88-b7b593ec43b4
3608,2024-08-07T00:00:00.000Z,Tropical Storm,12,Bladen County EPM,017-99017-00,B - Emergency Protective Measures,Small,Bladen County,17,North Carolina,NC,37,41587.31,31190.49,31190.49,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,3effbec5652982c545f117de2ca8c185337317f4,cb25aeb4-367b-403e-8ce7-f0994bb5b9e6
3608,2024-08-07T00:00:00.000Z,Tropical Storm,4,Robeson County Emergency Protective Measures,155-99155-00,B - Emergency Protective Measures,Small,Robeson County,155,North Carolina,NC,37,111560.43,83670.33,83670.33,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,69a9be6778c11a9252c7375435aa67afea0cc6ba,8ba584b4-72ea-487a-aa37-a7ba33aaa9d3
4850,2024-11-27T00:00:00.000Z,Tropical Storm,1,Debris Removal,097-99097-00,A - Debris Removal,Small,Mayaguez,97,Puerto Rico,PR,72,1052400.0,789300.0,789300.0,2025-03-12T00:00:00.000Z,0.0,A,Debris Removal,2025-03-13T15:03:02.433Z,2e52c808cdee2511afbbe2e654e319735c24b6bb,8473ac15-637d-4e54-a88b-7b7efeb85587
3608,2024-08-07T00:00:00.000Z,Tropical Storm,13,Jones County EPM,103-99103-00,B - Emergency Protective Measures,Small,Jones County,103,North Carolina,NC,37,94764.44,71073.33,71073.33,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,261097cc8f8566a984c138f1392972513437c3ea,670a9e91-0e5c-4e31-a183-6124fe15bba0
4837,2024-10-19T00:00:00.000Z,Tropical Storm,30,Town of Kure Beach Debris Removal,129-36220-00,A - Debris Removal,Small,New Hanover County,129,North Carolina,NC,37,107279.6,80459.7,80459.7,2025-03-12T00:00:00.000Z,0.0,A,Debris Removal,2025-03-13T15:03:02.433Z,deaa514a1e881c0425fa9cd512d428ab1a5f6d6d,2500d036-44e6-4712-8e2e-f08b4ee75843
4337,2017-09-10T00:00:00.000Z,Hurricane,6933,Various Building repair,127-US2B9-00,E - Buildings and Equipment,Small,Volusia County,127,Florida,FL,12,26696.24,24026.62,24026.62,2019-09-20T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,3fb57efe021a65a4587f4271e9ed4d77ca083c03,dd757025-ea84-4375-b603-d5a47d220251
4337,2017-09-10T00:00:00.000Z,Hurricane,7503,Water reclamation facility,111-UXZ9P-00,E - Buildings and Equipment,Small,St. Lucie County,111,Florida,FL,12,18829.05,16946.15,16946.15,2023-06-14T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-04-05T15:02:37.720Z,fcee44b54ad2e936c1495f5df4593eaf335c06c5,17c19a26-af77-4788-a19d-4942f0779e99
4673,2022-09-29T00:00:00.000Z,Hurricane,3233,Tohopekaliga Water Authority - Lift Stations,097-UQ9GL-00,F - Utilities,Small,Osceola County,97,Florida,FL,12,18074.44,16267.0,16267.0,2025-03-12T00:00:00.000Z,0.0,F,Utilities,2025-03-13T15:03:02.433Z,369afb2ebd1e950a159f2cca91d7a359a96822db,c4cb259e-1600-4f39-819d-bed627fc355c
4673,2022-09-29T00:00:00.000Z,Hurricane,3215,"Bradenton, City of - Fire Department EPM",081-07950-00,B - Emergency Protective Measures,Small,Manatee County,81,Florida,FL,12,133480.61,133480.61,133480.61,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,272bd5eb700055e2cbf7dac7bd189b37104c7d0e,f6d689fd-d976-4885-a22a-cfd83d53dfe2
4673,2022-09-29T00:00:00.000Z,Hurricane,3769,Punta Gorda - LE Radio Carport - DLE,000-UT00H-00,E - Buildings and Equipment,Small,Statewide,73,Florida,FL,12,16293.66,14664.3,14664.3,2025-03-12T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-13T15:03:02.433Z,c0212a9ad555868b3b937ea1ece366f73402d896,db9e96dc-40c9-4a66-8731-3ee9d233ba50
4673,2022-09-29T00:00:00.000Z,Hurricane,5126,Alafia River State Park - Building damages.,000-U03AE-00,E - Buildings and Equipment,Small,Statewide,73,Florida,FL,12,6638.23,5974.41,5974.41,2025-03-12T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-13T15:03:02.433Z,6a4a4ed09d8c845886cb7d99d59cda4e74716616,2b912794-92d9-404b-a688-9db192afe839
4673,2022-09-29T00:00:00.000Z,Hurricane,2670,Debris Clearance - CAT B - City-Wide @ 100% Cost Share,105-03675-00,B - Emergency Protective Measures,Small,Polk County,105,Florida,FL,12,89308.58,89308.58,89308.58,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,521c507d22bc9ebc5ef3f4dc994147277ff35353,7ad662c3-3fe8-4bbe-adba-27210c48a5db
4673,2022-09-29T00:00:00.000Z,Hurricane,6090,Cat - B - Utilities Protective measures (100% Cost Share),117-99117-00,B - Emergency Protective Measures,Small,Seminole County,117,Florida,FL,12,56410.85,56410.85,56410.85,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,a50c571ab05b6e003b210e8abc3bfdc011ae0874,e8d2b090-5ff8-4d68-9327-13811d8daeb0
4673,2022-09-29T00:00:00.000Z,Hurricane,6201,Charlotte Harbor State Park,000-U03AE-00,E - Buildings and Equipment,Small,Statewide,73,Florida,FL,12,16000.98,14400.89,14400.89,2025-03-12T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-13T15:03:02.433Z,9aca6c4a900530061f93ec1abbbc989b7f18098c,57ab5752-d24a-4a0d-8680-e12003ec54ba
4673,2022-09-29T00:00:00.000Z,Hurricane,6637,Lovers Key State Park- Park Features #2,000-U03AE-00,"G - Parks, Recreational Facilities, and Other Items",Small,Statewide,73,Florida,FL,12,60025.62,54023.06,54023.06,2025-03-12T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-13T15:03:02.433Z,0bfbe008fc190b3a7dfb912c4effecafaf4fe0fd,e1f2fc6c-47c1-45c6-a757-398ad04dc573
4673,2022-09-29T00:00:00.000Z,Hurricane,6587,FDEP Northeast Region Completed Projects Buildings,000-U03AE-00,E - Buildings and Equipment,Small,Statewide,73,Florida,FL,12,6641.53,5977.38,5977.38,2025-03-12T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-13T15:03:02.433Z,9bf86ba5f86d440049203e419a750baef411e3b9,0000df28-5f87-460d-969b-88e0f52007dc
4673,2022-09-29T00:00:00.000Z,Hurricane,7019,Venice Water Plant Office Bldg. A Phase I / Fencing ,115-73900-00,"G - Parks, Recreational Facilities, and Other Items",Small,Sarasota County,115,Florida,FL,12,4898.0,4408.2,4408.2,2025-03-12T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-13T15:03:02.433Z,4b3c3589f9209db0b669bc97dafd7b6b3c663f76,cbf0e344-6520-4535-94d4-e90ed14c8e0f
4764,2024-03-20T00:00:00.000Z,Severe Storm(s),411,DACF - Moose Point State Park - Stair & Trails,000-UUKA3-00,"G - Parks, Recreational Facilities, and Other Items",Small,Statewide,11,Maine,ME,23,196609.4,147457.05,147457.05,2025-03-12T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-13T15:03:02.433Z,dfba26513eda67cd94fa12928b7eaf95f8fb87c3,748f3b68-19ee-409b-86c1-22d4e4e1d193
4788,2024-05-30T00:00:00.000Z,Severe Storm(s),307,Bentonville Fire Station 4,007-05320-00,E - Buildings and Equipment,Small,Benton County,7,Arkansas,AR,5,43101.29,32325.97,32325.97,2025-03-12T00:00:00.000Z,0.0,E,Buildings and Equipment,2025-03-13T15:03:02.433Z,628c93945395d748bddf13873aff63abb42c8296,6feed517-eb16-430b-b6d6-28d1914fa2ae
4798,2024-07-09T00:00:00.000Z,Tropical Storm,73,Seabrook Emergency Protective Measures,201-66392-00,B - Emergency Protective Measures,Small,Harris County,201,Texas,TX,48,78250.06,58687.55,58687.55,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,8e66840b77d163a515bcb74676cbf089bd9942f6,cd935d8e-08a9-4a1c-9a19-7456fd70d33a
4821,2024-09-24T00:00:00.000Z,Tropical Storm,35,SPA - Lowndes County Debris,185-99185-00,A - Debris Removal,Small,Lowndes County,185,Georgia,GA,13,309729.01,232296.76,232296.76,2025-03-12T00:00:00.000Z,0.0,A,Debris Removal,2025-03-13T15:03:02.433Z,b7337af2d0d92b95b803aa822bb2c7da21b28d34,45a02250-c06d-4982-82c0-06a7811451c5
4830,2024-09-30T00:00:00.000Z,Hurricane,33,Debris 90 day 75%,029-60004-00,A - Debris Removal,Small,Bryan County,29,Georgia,GA,13,7957.49,5968.12,5968.12,2025-03-12T00:00:00.000Z,0.0,A,Debris Removal,2025-03-13T15:03:02.433Z,111d33c6d768e141d126ab24c8a0cb64dd6492da,2b55f82b-59d4-496d-9a45-f5c74a8e022c
4827,2024-09-28T00:00:00.000Z,Tropical Storm,292,EMERGENCY PROTECTIVE MEASURES TS HELENE,189-07080-00,B - Emergency Protective Measures,Small,Watauga County,189,North Carolina,NC,37,202433.91,202433.91,202433.91,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,71bb7861066aa8031690f7b61f8bd40fb409db7d,00d87ee7-0da2-42ac-8eab-9f3bdd1a658e
4827,2024-09-28T00:00:00.000Z,Tropical Storm,566,DR4827_City of Cherryville_SPA - Cat B [Emergency Protective Measures],071-12340-00,B - Emergency Protective Measures,Small,Gaston County,71,North Carolina,NC,37,33198.66,33198.66,33198.66,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,3ea799c1df91d5730f7c113318e09288c81b61b2,7a47f9b7-2ac3-437b-8959-e515aa582d9f
4827,2024-09-28T00:00:00.000Z,Tropical Storm,663,Emergency Protective Measures Public Works,189-07080-00,B - Emergency Protective Measures,Small,Watauga County,189,North Carolina,NC,37,110295.78,110295.78,110295.78,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,9a7ffdde66119402e4970a16aba5f43f17823671,6894e1da-7f45-4446-a962-37079d0ce463
4830,2024-09-30T00:00:00.000Z,Hurricane,1002,City of Santa Claus - Road Signage,279-68600-00,C - Roads and Bridges,Small,Toombs County,279,Georgia,GA,13,10160.0,7620.0,7620.0,2025-03-12T00:00:00.000Z,0.0,C,Roads and Bridges,2025-03-13T15:03:02.433Z,395119041510af6edbf696786e0bc8a03a976823,d27aca90-4237-4a51-9774-dc127fa96be7
4827,2024-09-28T00:00:00.000Z,Tropical Storm,921,Town of Huntersville - Emergency Protective Measures - Power Restoration,119-33120-00,B - Emergency Protective Measures,Small,Mecklenburg County,119,North Carolina,NC,37,10467.72,10467.72,10467.72,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,cbc431ff996310fd255ba7ef7c71d149f1ea6540,08537ad7-d614-4252-b9d5-822d6f4cb19d
4827,2024-09-28T00:00:00.000Z,Tropical Storm,1835,Management Costs,109-09E83-00,Z - Management Costs,Small,Lincoln County,109,North Carolina,NC,37,1952.0,1952.0,1952.0,2025-03-12T00:00:00.000Z,0.0,Z,Management Costs,2025-03-13T15:03:02.433Z,21a9b3646310557598ffc43b0b35b147533c0a10,25e3e724-92a0-4239-9019-eab6771b1ea4
4821,2024-09-24T00:00:00.000Z,Tropical Storm,308,Management Costs,251-75160-00,Z - Management Costs,Small,Screven County,251,Georgia,GA,13,2028.93,2028.93,2028.93,2025-03-12T00:00:00.000Z,0.0,Z,Management Costs,2025-03-13T15:03:02.433Z,dfb3c7817f278e3682c3f24f9d4406ed168b91f0,20fd8718-c130-46b8-a13c-6f49879d1e4e
4827,2024-09-28T00:00:00.000Z,Tropical Storm,1273,Marion - Clinchfield Lift Station - Emergency Repairs ,111-41420-00,B - Emergency Protective Measures,Small,McDowell County,111,North Carolina,NC,37,34658.7,34658.7,34658.7,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,9a11e038c294eec90e54a894110d711668a50e30,21e11ff9-2674-4d68-bda7-27df68de32a9
4850,2024-11-27T00:00:00.000Z,Tropical Storm,5,Emergency Protective Measures - EOC - Clearing Right of Way,093-99093-00,B - Emergency Protective Measures,Small,Maricao,93,Puerto Rico,PR,72,17123.29,12842.47,12842.47,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,0d4d0c5d3a20626213d8c47cee23686865a31055,4722e02b-3f6d-4481-8f0d-1d30fe235ac2
4673,2022-09-29T00:00:00.000Z,Hurricane,6086,Cat - A - Public Works Debris Removal Countywide until 12/7 (100% Cost Share),117-99117-00,A - Debris Removal,Small,Seminole County,117,Florida,FL,12,30592.58,30592.58,30592.58,2025-03-12T00:00:00.000Z,0.0,A,Debris Removal,2025-03-13T15:03:02.433Z,4bf7fc7ee2fb3adddf0f081cb78516e796d88475,01c1a5b9-a8be-414a-a3eb-32563a3e2a6a
4673,2022-09-29T00:00:00.000Z,Hurricane,6651,Paynes Creek Historic State Park - Park Features 100% Complete,000-U03AE-00,"G - Parks, Recreational Facilities, and Other Items",Small,Statewide,73,Florida,FL,12,13124.0,11811.6,11811.6,2025-03-12T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-13T15:03:02.433Z,7d155266a17441396bf3185f82b48474caf4df1b,582fb70d-1841-44b9-9219-7774a4509cbf
4798,2024-07-09T00:00:00.000Z,Tropical Storm,116,4798 Emergency Services,000-U00FB-00,B - Emergency Protective Measures,Small,Statewide,453,Texas,TX,48,76814.76,57611.07,57611.07,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,2be4bc1a7a7defcc9f697f4e7128d2a4e1c67598,1897d9be-f149-499f-8edb-68d5e37372b3
4801,2024-07-18T00:00:00.000Z,Severe Storm(s),20,Reservation Wide Debris Removal,000-63925-00,A - Debris Removal,Small,Hill County,41,Montana,MT,30,8775.0,6581.25,6581.25,2025-03-12T00:00:00.000Z,0.0,A,Debris Removal,2025-03-13T15:03:02.433Z,794490e4dbf744e256d7401f35392c0fb480c693,25fc7e90-a92f-4259-8053-4054923a15d5
4764,2024-03-20T00:00:00.000Z,Severe Storm(s),332,DR-4764-Major McKintyre Road & 1 Culvert,031-87985-00,C - Roads and Bridges,Small,York County,31,Maine,ME,23,16265.31,12198.99,12198.99,2025-03-12T00:00:00.000Z,2593.79,C,Roads and Bridges,2025-03-13T15:03:02.433Z,7617dec853f82677b09f694408af4697a2707cc8,9b5b8371-ae09-47a6-9ae2-85c98fd62a80
4764,2024-03-20T00:00:00.000Z,Severe Storm(s),367,Breakwater Access Trail,013-63590-00,"G - Parks, Recreational Facilities, and Other Items",Small,Knox County,13,Maine,ME,23,79396.5,59547.38,59547.38,2025-03-12T00:00:00.000Z,0.0,G,"Parks, Recreational Facilities, and Other Items",2025-03-13T15:03:02.433Z,6bedcfaf2e33131fa1db69bae10fd10026334675,af149793-7769-4200-9e37-28301552ae08
4827,2024-09-28T00:00:00.000Z,Tropical Storm,94,Forest City - Town wide debris removal ,161-24080-00,A - Debris Removal,Small,Rutherford County,161,North Carolina,NC,37,717970.82,717970.82,717970.82,2025-03-12T00:00:00.000Z,0.0,A,Debris Removal,2025-03-13T15:03:02.433Z,6cef4dd8ab6845b85712c33869ac87e36bc7e66c,2de8d75c-324c-4f39-8951-596aea93e2c7
4830,2024-09-30T00:00:00.000Z,Hurricane,871,City Of Ray Emergency protective CAT B,019-63728-00,B - Emergency Protective Measures,Small,Berrien County,19,Georgia,GA,13,19204.82,19204.82,19204.82,2025-03-12T00:00:00.000Z,0.0,B,Emergency Protective Measures,2025-03-13T15:03:02.433Z,880539e3dc6c1b266fdf3fb0f9c28c2a7d2faf39,d37b8c24-0036-4d68-92a8-0b0a6f4a6519
4837,2024-10-19T00:00:00.000Z,Tropical Storm,2,Debris Removal,129-10500-00,A - Debris Removal,Small,New Hanover County,129,North Carolina,NC,37,100840.38,75630.29,75630.29,2025-03-12T00:00:00.000Z,0.0,A,Debris Removal,2025-03-13T15:03:02.433Z,0d90551c17a87250b5c8c05da0698a39e23bcb21,a4e2711c-7f61-4cf8-a86b-bdb3e614bb24
